junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
junk_a,junk_b,junk_c,junk_d
Trade_ID,As_Of_Date,Amount,Currency
1,2025-01-15,1.0,USD
